"Provider.State","DRG.Definition","Discharges","Total.Payments","Medicare.Payments","Covered.Charges","Total.Payments.quantile","Medicare.Payments.quantile","Covered.Charges.quantile"
"WV","872 - SEPTICEMIA OR SEVERE SEPSIS W/O MV 96+ HOURS W/O MCC",880,6915.83073863636,5987.53147727273,15707.6374545455,5,5,3
"WI","872 - SEPTICEMIA OR SEVERE SEPSIS W/O MV 96+ HOURS W/O MCC",2023,7597.59366782007,6369.66823035096,20455.7721453287,6,6,4
"WY","872 - SEPTICEMIA OR SEVERE SEPSIS W/O MV 96+ HOURS W/O MCC",88,9485.88363636364,8592.81727272727,23403.5786363636,7,7,5
"AL","885 - PSYCHOSES",1562,5255.75395646607,4155.24328425096,18511.350262484,3,3,4
"AK","885 - PSYCHOSES",138,11115.9556521739,10179.1545652174,36671.6454347826,8,8,7
"AZ","885 - PSYCHOSES",279,8085.84774193548,7099.16311827957,15168.5503942652,6,6,3
"AR","885 - PSYCHOSES",1634,5531.36151162791,4599.92190942472,14610.9983843329,3,4,3
"CA","885 - PSYCHOSES",10994,8915.90269237766,8114.1372193924,24502.6599899945,7,7,5
"CO","885 - PSYCHOSES",52,5224.93788461538,4552.55538461538,13496.9938461538,3,4,2
"CT","885 - PSYCHOSES",24,8239.16,6549.665,19139.54,6,6,4
"DE","885 - PSYCHOSES",32,7009.37,5938.93,15189.81,5,5,3
"DC","885 - PSYCHOSES",360,9443.98766666667,8557.29477777778,14452.4184444444,7,7,3
"FL","885 - PSYCHOSES",8737,7005.8181469612,6189.71086299645,20023.2024310404,5,6,4
"GA","885 - PSYCHOSES",1183,6605.48057480981,5598.5789602705,14823.9883009298,5,5,3
"HI","885 - PSYCHOSES",510,8387.83678431373,7362.57403921569,16200.3313921569,6,6,3
"ID","885 - PSYCHOSES",570,5707.38280701754,4677.40596491228,14141.8957894737,4,4,2
"IL","885 - PSYCHOSES",8831,7113.7318672857,6294.89420903635,14979.1784950742,5,6,3
"IN","885 - PSYCHOSES",2341,5877.50366510038,4798.29643741991,13944.7984792824,4,4,2
"IA","885 - PSYCHOSES",1650,5895.4046969697,5001.74905454545,10780.8931878788,4,4,1
"KS","885 - PSYCHOSES",1247,5544.0529510826,4527.100521251,13280.6359422614,3,3,2
"KY","885 - PSYCHOSES",2183,5999.05391204764,5052.49967934036,11923.4115941365,4,4,2
"LA","885 - PSYCHOSES",232,5861.38965517241,4935.4061637931,22673.8026724138,4,4,5
"ME","885 - PSYCHOSES",577,6303.90164644714,5383.05051993068,15912.7986135182,4,5,3
"MD","885 - PSYCHOSES",6742,11277.4769089291,10312.904925838,11981.313531593,8,8,2
"MA","885 - PSYCHOSES",1241,7493.59852538276,6407.70915390814,15747.6610153102,6,6,3
"MI","885 - PSYCHOSES",688,6198.95459302326,5154.45844476744,15415.4342296512,4,4,3
"MN","885 - PSYCHOSES",2987,8170.55336792769,6752.00266822899,30107.439454302,6,6,6
"MS","885 - PSYCHOSES",1614,5656.76177819083,4771.34845105328,18676.000291202,4,4,4
"MO","885 - PSYCHOSES",3356,5641.09763110846,4730.58966030989,14439.976772944,4,4,3
"MT","885 - PSYCHOSES",398,5742.47693467337,4776.67932160804,11956.8264070352,4,4,2
"NE","885 - PSYCHOSES",924,6403.99731601732,5093.94461038961,22796.5376082251,5,4,5
"NV","885 - PSYCHOSES",86,6487.07895348837,5720.0923255814,35742.2884883721,5,5,7
"NH","885 - PSYCHOSES",27,6148.06888888889,4768.51666666667,14468.6277777778,4,4,3
"NJ","885 - PSYCHOSES",2530,8143.46146640316,7248.47822529644,51612.4566086957,6,6,9
"NM","885 - PSYCHOSES",565,6255.04097345133,5342.38509734513,22844.8419115044,4,5,5
"NY","885 - PSYCHOSES",1286,7023.41940124417,5797.43754276827,21451.0196267496,5,5,5
"NC","885 - PSYCHOSES",2359,6187.82844849513,5228.62720220432,13330.450703688,4,4,2
"OH","885 - PSYCHOSES",2783,6035.83548329141,5080.08882500898,14946.8092274524,4,4,3
"OK","885 - PSYCHOSES",1138,6317.82537785589,5483.63809314587,12131.7719068541,4,5,2
"OR","885 - PSYCHOSES",401,8816.28346633416,7330.39623441397,21271.9561845387,7,6,5
"PA","885 - PSYCHOSES",3081,6361.68728659526,5296.48674131775,19684.8093248945,5,5,4
"RI","885 - PSYCHOSES",408,7708.54509803922,6061.48107843137,23264.0705882353,6,5,5
"SC","885 - PSYCHOSES",339,6118.61439528024,5118.01533923304,18710.279941003,4,4,4
"SD","885 - PSYCHOSES",497,6585.97,5757.08,14755.79,5,5,3
"TN","885 - PSYCHOSES",2199,5366.24327421555,4414.01683037744,16262.7250886767,3,3,3
"TX","885 - PSYCHOSES",5177,6011.57847595132,5145.26884489086,22550.0628047132,4,4,5
"UT","885 - PSYCHOSES",94,6071.71021276596,4129.21063829787,15366.6780851064,4,3,3
"VT","885 - PSYCHOSES",242,9736.1226446281,8502.16727272727,19737.7356198347,7,7,4
"VA","885 - PSYCHOSES",1944,5850.68835390947,4931.96938786008,13670.2186831276,4,4,2
"WA","885 - PSYCHOSES",873,6504.49930126002,5250.42312714777,22154.3638717068,5,4,5
"WV","885 - PSYCHOSES",146,5927.90054794521,4467.29184931507,9460.54171232877,4,3,1
"WI","885 - PSYCHOSES",2472,6123.86563511327,5150.14470064725,12777.0764886731,4,4,2
"AL","897 - ALCOHOL/DRUG ABUSE OR DEPENDENCE W/O REHABILITATION THERAPY W/O MCC",870,3841.20711494253,3118.58329885057,9037.68427586207,1,1,1
"AK","897 - ALCOHOL/DRUG ABUSE OR DEPENDENCE W/O REHABILITATION THERAPY W/O MCC",25,6503.6784,5697.5972,21860.3168,5,5,5
"AZ","897 - ALCOHOL/DRUG ABUSE OR DEPENDENCE W/O REHABILITATION THERAPY W/O MCC",100,4183.8959,3323.6768,20144.1652,1,2,4
"AR","897 - ALCOHOL/DRUG ABUSE OR DEPENDENCE W/O REHABILITATION THERAPY W/O MCC",224,3964.32071428571,3039.20120535714,11262.4424107143,1,1,2
"CA","897 - ALCOHOL/DRUG ABUSE OR DEPENDENCE W/O REHABILITATION THERAPY W/O MCC",2056,5741.3388618677,4901.55609435798,27915.4648881323,4,4,6
"CO","897 - ALCOHOL/DRUG ABUSE OR DEPENDENCE W/O REHABILITATION THERAPY W/O MCC",188,4877.98037234043,3671.53329787234,20090.7360106383,3,2,4
"CT","897 - ALCOHOL/DRUG ABUSE OR DEPENDENCE W/O REHABILITATION THERAPY W/O MCC",499,6033.71523046092,4829.74436873748,22453.5883967936,4,4,5
"DE","897 - ALCOHOL/DRUG ABUSE OR DEPENDENCE W/O REHABILITATION THERAPY W/O MCC",73,4804.47178082192,4061.43698630137,14209.6409589041,2,3,2
"DC","897 - ALCOHOL/DRUG ABUSE OR DEPENDENCE W/O REHABILITATION THERAPY W/O MCC",80,6459.907,5640.33275,19633.83325,5,5,4
"FL","897 - ALCOHOL/DRUG ABUSE OR DEPENDENCE W/O REHABILITATION THERAPY W/O MCC",1469,4168.69179714091,3285.13368958475,17370.6830905378,1,2,3
"GA","897 - ALCOHOL/DRUG ABUSE OR DEPENDENCE W/O REHABILITATION THERAPY W/O MCC",371,4213.83859838275,3355.05854447439,13044.3069272237,1,2,2
"HI","897 - ALCOHOL/DRUG ABUSE OR DEPENDENCE W/O REHABILITATION THERAPY W/O MCC",22,5689.5,4746.31,18164.68,4,4,4
"ID","897 - ALCOHOL/DRUG ABUSE OR DEPENDENCE W/O REHABILITATION THERAPY W/O MCC",62,3950.19032258064,2960.8335483871,10747.6409677419,1,1,1
"IL","897 - ALCOHOL/DRUG ABUSE OR DEPENDENCE W/O REHABILITATION THERAPY W/O MCC",3366,5239.64414438503,4538.63261734997,9739.63154188948,3,3,1
"IN","897 - ALCOHOL/DRUG ABUSE OR DEPENDENCE W/O REHABILITATION THERAPY W/O MCC",481,4318.43035343035,3131.40594594595,12986.2425155925,2,1,2
"IA","897 - ALCOHOL/DRUG ABUSE OR DEPENDENCE W/O REHABILITATION THERAPY W/O MCC",419,4078.46126491647,3281.35525059666,11416.8709069212,1,2,2
"KS","897 - ALCOHOL/DRUG ABUSE OR DEPENDENCE W/O REHABILITATION THERAPY W/O MCC",145,3832.20248275862,3076.50124137931,19014.0729655172,1,1,4
"KY","897 - ALCOHOL/DRUG ABUSE OR DEPENDENCE W/O REHABILITATION THERAPY W/O MCC",564,4310.67469858156,3439.08381205674,10723.3416489362,2,2,1
"LA","897 - ALCOHOL/DRUG ABUSE OR DEPENDENCE W/O REHABILITATION THERAPY W/O MCC",111,5203.68720720721,4385.06711711712,10236.823963964,3,3,1
"ME","897 - ALCOHOL/DRUG ABUSE OR DEPENDENCE W/O REHABILITATION THERAPY W/O MCC",585,4274.00035897436,3429.20001709402,8283.47008547009,2,2,1
"MD","897 - ALCOHOL/DRUG ABUSE OR DEPENDENCE W/O REHABILITATION THERAPY W/O MCC",777,5932.59694980695,5146.45397683398,6293.51131274131,4,4,1
"MA","897 - ALCOHOL/DRUG ABUSE OR DEPENDENCE W/O REHABILITATION THERAPY W/O MCC",2994,5181.74780895124,4422.55838009352,8092.78266533066,3,3,1
"MI","897 - ALCOHOL/DRUG ABUSE OR DEPENDENCE W/O REHABILITATION THERAPY W/O MCC",1107,4522.48554652213,3712.70029810298,11259.840171635,2,2,2
"MN","897 - ALCOHOL/DRUG ABUSE OR DEPENDENCE W/O REHABILITATION THERAPY W/O MCC",766,5211.91293733682,4203.0114229765,17202.6081462141,3,3,3
"MS","897 - ALCOHOL/DRUG ABUSE OR DEPENDENCE W/O REHABILITATION THERAPY W/O MCC",466,3868.83096566524,3035.68751072961,11177.9531330472,1,1,1
"MO","897 - ALCOHOL/DRUG ABUSE OR DEPENDENCE W/O REHABILITATION THERAPY W/O MCC",852,4341.91928403756,3544.93070422535,11777.3056103286,2,2,2
"MT","897 - ALCOHOL/DRUG ABUSE OR DEPENDENCE W/O REHABILITATION THERAPY W/O MCC",69,4408.73217391304,3333.15666666667,9279.32956521739,2,2,1
"NE","897 - ALCOHOL/DRUG ABUSE OR DEPENDENCE W/O REHABILITATION THERAPY W/O MCC",77,4428.9725974026,3560.94441558442,14431.4894805195,2,2,3
"NV","897 - ALCOHOL/DRUG ABUSE OR DEPENDENCE W/O REHABILITATION THERAPY W/O MCC",233,4639.14253218884,3656.70313304721,22685.8015450644,2,2,5
"NH","897 - ALCOHOL/DRUG ABUSE OR DEPENDENCE W/O REHABILITATION THERAPY W/O MCC",139,4192.62258992806,3355.4581294964,15361.2976978417,1,2,3
"NJ","897 - ALCOHOL/DRUG ABUSE OR DEPENDENCE W/O REHABILITATION THERAPY W/O MCC",1008,5495.00152777778,4610.17177579365,33450.1740079365,3,4,7
"NM","897 - ALCOHOL/DRUG ABUSE OR DEPENDENCE W/O REHABILITATION THERAPY W/O MCC",94,5027.17734042553,4167.17414893617,14925.2618085106,3,3,3
"NY","897 - ALCOHOL/DRUG ABUSE OR DEPENDENCE W/O REHABILITATION THERAPY W/O MCC",3684,6759.47741856677,5953.79675624321,14816.8479560261,5,5,3
"NC","897 - ALCOHOL/DRUG ABUSE OR DEPENDENCE W/O REHABILITATION THERAPY W/O MCC",941,4505.62563230606,3554.71023379384,11812.9355154091,2,2,2
"ND","897 - ALCOHOL/DRUG ABUSE OR DEPENDENCE W/O REHABILITATION THERAPY W/O MCC",86,4294.69732558139,3367.10034883721,8975.7311627907,2,2,1
"OH","897 - ALCOHOL/DRUG ABUSE OR DEPENDENCE W/O REHABILITATION THERAPY W/O MCC",1516,4526.6503298153,3714.91193931398,11332.4228364116,2,2,2
"OK","897 - ALCOHOL/DRUG ABUSE OR DEPENDENCE W/O REHABILITATION THERAPY W/O MCC",319,4302.12749216301,3310.71285266458,12504.5640752351,2,2,2
"OR","897 - ALCOHOL/DRUG ABUSE OR DEPENDENCE W/O REHABILITATION THERAPY W/O MCC",163,5173.74539877301,4306.11975460123,15662.2466257669,3,3,3
"PA","897 - ALCOHOL/DRUG ABUSE OR DEPENDENCE W/O REHABILITATION THERAPY W/O MCC",1293,4858.10522041763,3915.3328228925,16643.5219953596,3,3,3
"RI","897 - ALCOHOL/DRUG ABUSE OR DEPENDENCE W/O REHABILITATION THERAPY W/O MCC",314,5724.38579617834,4951.25385350318,13947.2027070064,4,4,2
"SC","897 - ALCOHOL/DRUG ABUSE OR DEPENDENCE W/O REHABILITATION THERAPY W/O MCC",272,4708.60628676471,3625.52297794118,22724.2934558824,2,2,5
"SD","897 - ALCOHOL/DRUG ABUSE OR DEPENDENCE W/O REHABILITATION THERAPY W/O MCC",95,4608.85789473684,3751.41757894737,14375.8573684211,2,2,3
"TN","897 - ALCOHOL/DRUG ABUSE OR DEPENDENCE W/O REHABILITATION THERAPY W/O MCC",374,3992.88593582888,3043.9100802139,15129.9584224599,1,1,3
"TX","897 - ALCOHOL/DRUG ABUSE OR DEPENDENCE W/O REHABILITATION THERAPY W/O MCC",397,4803.55609571788,3586.97229219144,20566.1363476071,2,2,4
"UT","897 - ALCOHOL/DRUG ABUSE OR DEPENDENCE W/O REHABILITATION THERAPY W/O MCC",136,4346.99720588235,2607.72220588235,13097.2376470588,2,1,2
"VT","897 - ALCOHOL/DRUG ABUSE OR DEPENDENCE W/O REHABILITATION THERAPY W/O MCC",67,5847.99373134328,4667.56014925373,11832.2208955224,4,4,2
"VA","897 - ALCOHOL/DRUG ABUSE OR DEPENDENCE W/O REHABILITATION THERAPY W/O MCC",389,4835.32709511568,3496.70951156812,14537.3419794344,2,2,3
"WA","897 - ALCOHOL/DRUG ABUSE OR DEPENDENCE W/O REHABILITATION THERAPY W/O MCC",591,4829.23504230118,3815.47113367174,16862.3518104907,2,2,3
"WV","897 - ALCOHOL/DRUG ABUSE OR DEPENDENCE W/O REHABILITATION THERAPY W/O MCC",119,4370.38394957983,3468.45705882353,11619.7001680672,2,2,2
"WI","897 - ALCOHOL/DRUG ABUSE OR DEPENDENCE W/O REHABILITATION THERAPY W/O MCC",873,4372.20473081329,3489.92148911798,11222.2328407789,2,2,1
"WY","897 - ALCOHOL/DRUG ABUSE OR DEPENDENCE W/O REHABILITATION THERAPY W/O MCC",14,5592.21,4705,16873.64,4,4,3
"AL","917 - POISONING & TOXIC EFFECTS OF DRUGS W MCC",364,9213.98096153846,7790.78142857143,41181.325,7,7,8
"AZ","917 - POISONING & TOXIC EFFECTS OF DRUGS W MCC",327,10198.0142813456,9190.93244648318,44474.3506422018,8,8,8
"AR","917 - POISONING & TOXIC EFFECTS OF DRUGS W MCC",142,9292.58683098592,8341.90330985916,28849.6154225352,7,7,6
"CA","917 - POISONING & TOXIC EFFECTS OF DRUGS W MCC",1393,12969.3712203877,11841.1337544867,68498.2821536253,9,9,9
"CO","917 - POISONING & TOXIC EFFECTS OF DRUGS W MCC",232,10552.0818534483,9250.61577586207,47381.9387068966,8,8,8
"CT","917 - POISONING & TOXIC EFFECTS OF DRUGS W MCC",197,13137.1981218274,11432.9656345178,37274.5345685279,9,9,7
"DE","917 - POISONING & TOXIC EFFECTS OF DRUGS W MCC",112,11359.42625,9042.59464285714,23916.5416071429,8,7,5
"DC","917 - POISONING & TOXIC EFFECTS OF DRUGS W MCC",23,12275.13,11639.47,36324.86,8,9,7
"FL","917 - POISONING & TOXIC EFFECTS OF DRUGS W MCC",1485,9633.02013468014,8401.22276767677,47520.6580875421,7,7,8
"GA","917 - POISONING & TOXIC EFFECTS OF DRUGS W MCC",525,9890.92146666667,8645.16801904762,34255.0924190476,7,7,7
"HI","917 - POISONING & TOXIC EFFECTS OF DRUGS W MCC",14,16266.42,15305.21,52904.28,9,9,9
"ID","917 - POISONING & TOXIC EFFECTS OF DRUGS W MCC",117,10257.5507692308,9258.39717948718,22739.007008547,8,8,5
"IL","917 - POISONING & TOXIC EFFECTS OF DRUGS W MCC",252,10993.7093650794,9241.13091269841,39364.0088095238,8,8,8
"IN","917 - POISONING & TOXIC EFFECTS OF DRUGS W MCC",463,9630.46933045356,8442.2151187905,26905.5643844492,7,7,6
"IA","917 - POISONING & TOXIC EFFECTS OF DRUGS W MCC",117,9599.94435897436,8069.54196581197,28679.6622222222,7,7,6
"KS","917 - POISONING & TOXIC EFFECTS OF DRUGS W MCC",168,9183.56714285714,8079.56077380952,41375.4830357143,7,7,8
"KY","917 - POISONING & TOXIC EFFECTS OF DRUGS W MCC",368,9904.20703804348,8899.17171195652,28185.6921195652,7,7,6
"LA","917 - POISONING & TOXIC EFFECTS OF DRUGS W MCC",108,9621.9862962963,8613.37648148148,30507.6425,7,7,6
"ME","917 - POISONING & TOXIC EFFECTS OF DRUGS W MCC",96,10518.6733333333,9125.72427083333,26068.4975,8,8,6
"MD","917 - POISONING & TOXIC EFFECTS OF DRUGS W MCC",407,11973.7286240786,11048.6591400491,12724.1567076167,8,8,2
"MA","917 - POISONING & TOXIC EFFECTS OF DRUGS W MCC",525,12916.4417714286,11736.8284380952,26686.4241333333,9,9,6
"MI","917 - POISONING & TOXIC EFFECTS OF DRUGS W MCC",1093,11041.4366239707,9882.23953339433,25996.6602836231,8,8,6
"MN","917 - POISONING & TOXIC EFFECTS OF DRUGS W MCC",212,13718.0815566038,12523.639245283,39375.590990566,9,9,8
"MS","917 - POISONING & TOXIC EFFECTS OF DRUGS W MCC",225,9336.89311111111,8230.48942222222,28592.1604888889,7,7,6
"MO","917 - POISONING & TOXIC EFFECTS OF DRUGS W MCC",625,9451.098224,8589.271952,32746.47728,7,7,7
"MT","917 - POISONING & TOXIC EFFECTS OF DRUGS W MCC",67,9076.32537313433,7624.15970149254,23082.2513432836,7,7,5
"NE","917 - POISONING & TOXIC EFFECTS OF DRUGS W MCC",33,9687.93090909091,9003.81636363636,35770.3884848485,7,7,7
"NV","917 - POISONING & TOXIC EFFECTS OF DRUGS W MCC",135,11062.854962963,10122.9674074074,74687.0406666667,8,8,10
"NH","917 - POISONING & TOXIC EFFECTS OF DRUGS W MCC",91,9608.78901098901,8799.08241758242,28076.193956044,7,7,6
"NJ","917 - POISONING & TOXIC EFFECTS OF DRUGS W MCC",289,11120.4942906574,10379.258650519,80042.5707958478,8,8,10
"NM","917 - POISONING & TOXIC EFFECTS OF DRUGS W MCC",70,13057.2094285714,11074.0508571429,34060.9841428571,9,8,7
"NY","917 - POISONING & TOXIC EFFECTS OF DRUGS W MCC",522,14490.7196743295,13506.3121264368,43362.1318965517,9,9,8
"NC","917 - POISONING & TOXIC EFFECTS OF DRUGS W MCC",906,10443.1520309051,9489.36001103753,25574.0870198676,8,8,6
"ND","917 - POISONING & TOXIC EFFECTS OF DRUGS W MCC",12,9360.25,8732.83,25534.75,7,7,6
"OH","917 - POISONING & TOXIC EFFECTS OF DRUGS W MCC",625,10628.74904,9300.662048,35581.123792,8,8,7
"OK","917 - POISONING & TOXIC EFFECTS OF DRUGS W MCC",334,10201.4350299401,8793.75395209581,40813.4415269461,8,7,8
"OR","917 - POISONING & TOXIC EFFECTS OF DRUGS W MCC",160,11009.902375,9730.502875,27480.9840625,8,8,6
"PA","917 - POISONING & TOXIC EFFECTS OF DRUGS W MCC",495,11985.4948686869,10707.2401010101,62215.7754343434,8,8,9
"RI","917 - POISONING & TOXIC EFFECTS OF DRUGS W MCC",69,12054.1513043478,11182.6207246377,41194.6449275362,8,9,8
"SC","917 - POISONING & TOXIC EFFECTS OF DRUGS W MCC",355,9884.48597183099,8906.65647887324,40616.4144507042,7,7,8
"SD","917 - POISONING & TOXIC EFFECTS OF DRUGS W MCC",11,15430.27,15021.63,48169.09,9,9,8
"TN","917 - POISONING & TOXIC EFFECTS OF DRUGS W MCC",687,8981.83254730713,7734.76324599709,31934.991062591,7,7,7
"TX","917 - POISONING & TOXIC EFFECTS OF DRUGS W MCC",1077,10467.1122841226,9036.12311977716,45629.4170752089,8,7,8
"UT","917 - POISONING & TOXIC EFFECTS OF DRUGS W MCC",152,9918.38967105263,8372.78460526316,25842.0815789474,7,7,6
"VT","917 - POISONING & TOXIC EFFECTS OF DRUGS W MCC",18,14527.83,13902.44,26215.22,9,9,6
"VA","917 - POISONING & TOXIC EFFECTS OF DRUGS W MCC",345,10188.247942029,8962.79817391304,28696.0786956522,8,7,6
"WA","917 - POISONING & TOXIC EFFECTS OF DRUGS W MCC",509,11808.8769548134,10270.2779764244,37796.7269744597,8,8,7
"WV","917 - POISONING & TOXIC EFFECTS OF DRUGS W MCC",157,9932.97828025478,8580.44898089172,24694.0053503185,7,7,5
"WI","917 - POISONING & TOXIC EFFECTS OF DRUGS W MCC",231,11132.7019047619,10036.6717748918,31580.619004329,8,8,7
"WY","917 - POISONING & TOXIC EFFECTS OF DRUGS W MCC",12,14977.91,7168.25,32190.16,9,6,7
"AL","918 - POISONING & TOXIC EFFECTS OF DRUGS W/O MCC",734,3721.66858310627,2711.7503133515,15819.5091144414,1,1,3
"AK","918 - POISONING & TOXIC EFFECTS OF DRUGS W/O MCC",30,6684.76,4141.93,27203.3,5,3,6
"AZ","918 - POISONING & TOXIC EFFECTS OF DRUGS W/O MCC",429,4469.99855477856,3473.8382983683,21230.6487645688,2,2,5
"AR","918 - POISONING & TOXIC EFFECTS OF DRUGS W/O MCC",452,3750.5417699115,2784.45378318584,12235.1142035398,1,1,2
"CA","918 - POISONING & TOXIC EFFECTS OF DRUGS W/O MCC",1680,5599.23177976191,4630.36895238095,32752.1720297619,4,4,7
"CO","918 - POISONING & TOXIC EFFECTS OF DRUGS W/O MCC",303,4277.91828382838,3471.2204290429,19032.52669967,2,2,4
"CT","918 - POISONING & TOXIC EFFECTS OF DRUGS W/O MCC",408,5576.35887254902,4610.53034313725,18795.4328186275,3,4,4
"DE","918 - POISONING & TOXIC EFFECTS OF DRUGS W/O MCC",108,4689.07111111111,3643.35703703704,11203.7894444444,2,2,1
"DC","918 - POISONING & TOXIC EFFECTS OF DRUGS W/O MCC",61,6235.60196721311,5427.4706557377,18228.7975409836,4,5,4
"FL","918 - POISONING & TOXIC EFFECTS OF DRUGS W/O MCC",2468,4014.24520259319,3100.80724473258,21341.4050121556,1,1,5
"GA","918 - POISONING & TOXIC EFFECTS OF DRUGS W/O MCC",750,4234.71342666667,3299.62374666667,14510.8925733333,2,2,3
"HI","918 - POISONING & TOXIC EFFECTS OF DRUGS W/O MCC",13,5507.69,5077.23,15185.3,3,4,3
"ID","918 - POISONING & TOXIC EFFECTS OF DRUGS W/O MCC",113,4207.98734513274,3004.76592920354,11704.4305309735,1,1,2
"IL","918 - POISONING & TOXIC EFFECTS OF DRUGS W/O MCC",1277,4522.36253719655,3550.60169146437,16788.6245810493,2,2,3
"IN","918 - POISONING & TOXIC EFFECTS OF DRUGS W/O MCC",727,4118.33094910591,3088.02687757909,12787.1125034388,1,1,2
"IA","918 - POISONING & TOXIC EFFECTS OF DRUGS W/O MCC",370,3967.68416216216,3051.85451351351,11247.6160540541,1,1,2
"KS","918 - POISONING & TOXIC EFFECTS OF DRUGS W/O MCC",265,3890.63324528302,2815.32256603774,16671.0101509434,1,1,3
"KY","918 - POISONING & TOXIC EFFECTS OF DRUGS W/O MCC",611,4098.68990180033,3182.39736497545,12629.8781833061,1,1,2
"LA","918 - POISONING & TOXIC EFFECTS OF DRUGS W/O MCC",238,3976.74008403361,3064.26537815126,15980.4668487395,1,1,3
"ME","918 - POISONING & TOXIC EFFECTS OF DRUGS W/O MCC",157,4257.42815286624,3219.5772611465,11862.7919745223,2,2,2
"MD","918 - POISONING & TOXIC EFFECTS OF DRUGS W/O MCC",756,6335.89632275132,5392.14486772487,6670.23956349206,5,5,1
"MA","918 - POISONING & TOXIC EFFECTS OF DRUGS W/O MCC",1113,5177.72357592093,4254.28187780773,11310.2800539084,3,3,2
"MI","918 - POISONING & TOXIC EFFECTS OF DRUGS W/O MCC",1590,4598.18977987421,3754.96412578616,10974.9472515723,2,2,1
"MN","918 - POISONING & TOXIC EFFECTS OF DRUGS W/O MCC",542,5039.15642066421,4103.16793357934,16501.4211070111,3,3,3
"MS","918 - POISONING & TOXIC EFFECTS OF DRUGS W/O MCC",281,3953.67555160142,2899.62291814947,17238.3702135231,1,1,3
"MO","918 - POISONING & TOXIC EFFECTS OF DRUGS W/O MCC",996,3998.78274096386,3123.46977911647,14268.3170983936,1,1,2
"MT","918 - POISONING & TOXIC EFFECTS OF DRUGS W/O MCC",92,4008.75586956522,3075.64923913043,10879.7345652174,1,1,1
"NE","918 - POISONING & TOXIC EFFECTS OF DRUGS W/O MCC",157,4290.09929936306,3423.99573248408,13575.38,2,2,2
"NV","918 - POISONING & TOXIC EFFECTS OF DRUGS W/O MCC",282,4545.17024822695,3455.69553191489,29167.4569858156,2,2,6
"NH","918 - POISONING & TOXIC EFFECTS OF DRUGS W/O MCC",187,4347.90481283422,3197.10796791444,13298.536631016,2,1,2
"NJ","918 - POISONING & TOXIC EFFECTS OF DRUGS W/O MCC",716,4888.11930167598,3912.86087988827,39732.1135055866,3,3,8
"NM","918 - POISONING & TOXIC EFFECTS OF DRUGS W/O MCC",196,4910.2,4002.80117346939,15629.8610714286,3,3,3
"NY","918 - POISONING & TOXIC EFFECTS OF DRUGS W/O MCC",1744,6111.78206422018,5106.40822247706,16387.8419438073,4,4,3
"NC","918 - POISONING & TOXIC EFFECTS OF DRUGS W/O MCC",1154,4358.76948006932,3381.41054592721,13125.3290554593,2,2,2
"ND","918 - POISONING & TOXIC EFFECTS OF DRUGS W/O MCC",17,4056.23,3532.94,7874.29,1,2,1
"OH","918 - POISONING & TOXIC EFFECTS OF DRUGS W/O MCC",1143,4200.0388976378,3382.83085739283,13996.6773315836,1,2,2
"OK","918 - POISONING & TOXIC EFFECTS OF DRUGS W/O MCC",553,3931.42976491863,3034.78804701627,14605.677721519,1,1,3
"OR","918 - POISONING & TOXIC EFFECTS OF DRUGS W/O MCC",179,4590.29106145251,3553.13497206704,13017.3298882682,2,2,2
"PA","918 - POISONING & TOXIC EFFECTS OF DRUGS W/O MCC",1180,4685.03783898305,3718.25655932203,22997.6712627119,2,2,5
"RI","918 - POISONING & TOXIC EFFECTS OF DRUGS W/O MCC",114,5620.71228070175,4580.62657894737,18718.4587719298,4,4,4
"SC","918 - POISONING & TOXIC EFFECTS OF DRUGS W/O MCC",482,4234.71956431535,3115.93018672199,18880.9539211618,2,1,4
"SD","918 - POISONING & TOXIC EFFECTS OF DRUGS W/O MCC",68,4848.50941176471,3469.07970588235,13268.7173529412,2,2,2
"TN","918 - POISONING & TOXIC EFFECTS OF DRUGS W/O MCC",834,3774.91392086331,2908.29794964029,13909.3128177458,1,1,2
"TX","918 - POISONING & TOXIC EFFECTS OF DRUGS W/O MCC",1484,4280.62125336927,3293.15324797844,20590.4434568733,2,2,4
"UT","918 - POISONING & TOXIC EFFECTS OF DRUGS W/O MCC",172,4329.03680232558,2942.2748255814,11324.421744186,2,1,2
"VT","918 - POISONING & TOXIC EFFECTS OF DRUGS W/O MCC",33,6921.32545454545,5748.29787878788,16113.8439393939,5,5,3
"VA","918 - POISONING & TOXIC EFFECTS OF DRUGS W/O MCC",641,4159.27071762871,3058.04628705148,13329.0326677067,1,1,2
"WA","918 - POISONING & TOXIC EFFECTS OF DRUGS W/O MCC",567,4592.39052910053,3443.49816578483,16522.4454497354,2,2,3
"WV","918 - POISONING & TOXIC EFFECTS OF DRUGS W/O MCC",309,3935.75103559871,2999.99889967638,8892.32355987055,1,1,1
